DEPTH_m	DHAP_psi	DHAT_degC
132.6521	1807.0000	8.0000
132.8045	1807.0000	9.0000
132.9569	1807.0000	8.0000
133.1093	1810.0000	8.0000
133.2617	1810.0000	8.0000
133.4141	1809.0000	8.0000
133.5665	1810.0000	8.0000
133.7189	1811.0040	8.0000
133.8713	1811.0000	8.0000
134.0237	1811.0000	8.0000
134.1761	1812.0000	8.0000
134.3285	1810.0000	8.0000
134.4809	1811.0000	8.0000
134.6333	1814.0000	8.0000
134.7857	1813.0000	8.0000
134.9381	1810.0000	8.0000
135.0905	1812.0000	8.0000
135.2429	1812.0000	8.0000
135.3953	1811.0000	8.0000
135.5477	1812.0000	8.0000
135.7001	1813.0000	8.0000
135.8525	1813.0000	8.0000
136.0049	1815.0000	8.0000
136.1573	1811.0000	8.0000
136.3097	1814.0000	8.0000
136.4621	1814.0000	8.0000
136.6145	1813.0000	8.0000
136.7669	1814.0000	8.0000
136.9193	1814.0000	8.0000
137.0717	1813.0000	8.0000
137.2241	1818.0000	8.0000
137.3765	1814.0000	8.0000
137.5289	1816.0000	8.0000
137.6813	1814.0000	8.0000
137.8337	1816.0000	8.0000
137.9861	1815.0000	8.0000
138.1385	1814.0000	8.0000
138.2909	1817.0000	8.0000
138.4433	1816.0000	8.0000
138.5957	1816.0000	8.0000
138.7481	1817.0000	8.0000
138.9005	1818.9960	8.0000
139.0529	1813.0000	8.0000
139.2053	1818.0000	8.0000
139.3577	1820.0000	8.0000
139.5101	1817.0000	8.0000
139.6625	1817.0000	8.0000
139.8149	1819.0000	8.0000
139.9673	1818.0000	8.0000
140.1197	1820.0000	8.0000
140.2721	1820.0000	8.0000
140.4245	1819.0000	8.0000
140.5769	1820.0000	8.0000
140.7293	1819.0000	8.0000
140.8817	1820.0000	8.0000
141.0341	1821.0000	8.0000
141.1865	1821.0000	8.0000
141.3389	1824.0000	8.0000
141.4913	1818.0000	9.0000
141.6437	1822.0000	9.0000
141.7961	1822.0000	9.0000
141.9485	1822.0000	9.0000
142.1009	1821.0000	9.0000
142.2533	1825.0000	9.0000
142.4057	1823.0000	9.0000
142.5581	1824.0000	9.0000
142.7105	1821.0000	9.0000
142.8629	1828.0000	8.0000
143.0153	1828.0000	8.0000
143.1677	1828.0000	8.0000
143.3201	1829.0000	8.0000
143.4725	1828.0000	8.0000
143.6249	1827.0000	8.0000
143.7773	1827.0000	8.0000
143.9297	1829.0000	8.0000
144.0821	1829.0000	8.0000
144.2345	1829.0000	8.0000
144.3869	1827.0000	8.0000
144.5393	1828.0000	8.0000
144.6917	1828.0000	8.0000
144.8441	1827.0000	8.0000
144.9965	1828.9960	8.0000
145.1489	1831.0000	8.0000
145.3013	1828.0000	8.0000
145.4537	1828.0000	8.0000
145.6061	1829.0000	8.0000
145.7585	1831.0000	8.0000
145.9109	1830.0000	8.0000
146.0633	1833.0000	8.0000
146.2157	1833.0000	8.0000
146.3681	1832.0000	8.0000
146.5205	1833.0000	8.0000
146.6729	1830.0000	8.0000
146.8253	1834.0000	8.0000
146.9777	1830.0000	8.0000
147.1301	1832.9921	8.0000
147.2825	1834.0000	8.0000
147.4349	1835.0000	8.0000
147.5873	1836.0000	8.0000
147.7397	1839.0000	8.0000
147.8921	1838.0000	8.0000
148.0445	1835.0000	8.0000
148.1969	1837.0000	8.0000
148.3493	1839.0000	8.0000
148.5017	1836.0040	8.0000
148.6541	1839.0000	8.0000
148.8065	1841.0000	8.0000
148.9589	1836.0000	8.0000
149.1113	1835.0000	8.0000
149.2637	1839.0000	8.0000
149.4161	1842.0000	8.0000
149.5685	1841.0000	8.0000
149.7209	1842.0000	8.0000
149.8733	1842.0000	8.0000
150.0257	1840.0000	8.0000
150.1781	1842.0000	8.0000
150.3305	1840.0040	8.0000
150.4829	1842.0000	8.0000
150.6353	1839.0040	8.0000
150.7877	1843.0000	8.0000
150.9401	1844.0000	8.0000
151.0925	1846.0000	8.0000
151.2449	1843.0000	8.0000
151.3973	1843.0000	8.0000
151.5497	1841.0000	8.0000
151.7021	1843.0000	8.0000
151.8545	1844.0000	8.0000
152.0069	1846.0000	8.0000
152.1593	1842.0079	8.0000
152.3117	1844.0000	8.0000
152.4641	1848.0000	8.0000
152.6165	1844.0000	8.0000
152.7689	1843.0000	8.0000
152.9213	1846.0000	8.0000
153.0737	1848.0000	8.0000
153.2261	1847.0000	8.0000
153.3785	1844.0199	8.0000
153.5309	1845.0000	8.0000
153.6833	1858.0000	-55.0000
153.8357	1850.0000	8.0000
153.9881	1849.0000	8.0000
154.1405	1849.0000	8.0000
154.2929	1850.0000	8.0000
154.4453	1850.0000	8.0000
154.5977	1849.0000	8.0000
154.7501	1846.0000	8.0000
154.9025	1850.0000	8.0000
155.0549	1851.0000	8.0000
155.2073	1848.9960	8.0040
155.3597	1850.0000	8.0000
155.5121	1851.0000	9.0000
155.6645	1855.0000	9.0000
155.8169	1850.0000	9.0000
155.9693	1849.0000	9.0000
156.1217	1850.0000	8.0000
156.2741	1854.0000	9.0000
156.4265	1853.0000	9.0000
156.5789	1852.0000	8.0000
156.7313	1851.0000	9.0000
156.8837	1854.0000	8.0000
157.0361	1852.9921	9.0000
157.1885	1854.0000	8.0000
157.3409	1854.0000	9.0000
157.4933	1852.0000	9.0000
157.6457	1855.0000	9.0000
157.7981	1856.0000	9.0000
157.9505	1851.0000	9.0000
158.1029	1853.9960	9.0000
158.2553	1855.0000	8.0000
158.4077	1856.0000	9.0000
158.5601	1857.0000	9.0000
158.7125	1856.0000	9.0000
158.8649	1858.0000	9.0000
159.0173	1858.0000	9.0000
159.1697	1855.0000	9.0000
159.3221	1856.0000	9.0000
159.4745	1861.0000	9.0000
159.6269	1859.0000	9.0000
159.7793	1862.0000	9.0000
159.9317	1858.0040	9.0000
160.0841	1861.0000	9.0000
160.2365	1869.0000	9.0000
160.3889	1875.0000	9.0000
160.5413	1885.0000	9.0000
160.6937	1878.0000	9.0000
160.8461	1876.0000	9.0000
160.9985	1876.0000	9.0000
161.1509	1862.0000	9.0000
161.3033	1861.0239	9.0000
161.4557	1867.0000	9.0000
161.6081	1865.0000	9.0000
161.7605	1862.0000	9.0000
161.9129	1861.0000	9.0000
162.0653	1861.0120	9.0000
162.2177	1861.0000	8.0000
162.3701	1862.0000	9.0000
162.5225	1861.0000	8.0000
162.6749	1858.0000	8.0000
162.8273	1859.0000	8.0000
162.9797	1861.0000	8.0000
163.1321	1860.0000	8.0000
163.2845	1862.0000	8.0000
163.4369	1861.0000	8.0000
163.5893	1862.0000	8.0000
163.7417	1861.0000	8.0000
163.8941	1864.0000	8.0000
164.0465	1862.0000	8.0000
164.1989	1863.0000	8.0000
164.3513	1862.0000	8.0000
164.5037	1864.0000	8.0000
164.6561	1864.0000	8.0000
164.8085	1864.0000	8.0000
164.9609	1864.0000	8.0000
165.1133	1862.0000	8.0000
165.2657	1863.0000	8.0000
165.4181	1864.0000	8.0000
165.5705	1864.0000	8.0000
165.7229	1864.0079	8.0000
165.8753	1865.0000	8.0000
166.0277	1865.0000	8.0000
166.1801	1865.0000	9.0000
166.3325	1865.0000	8.0000
166.4849	1867.0000	8.0000
166.6373	1868.0000	9.0000
166.7897	1867.0000	9.0000
166.9421	1867.0000	9.0000
167.0945	1868.0000	9.0000
167.2469	1868.0000	9.0000
167.3993	1867.0000	9.0000
167.5517	1868.0000	9.0000
167.7041	1870.0000	9.0000
167.8565	1870.0000	9.0000
168.0089	1873.0000	9.0000
168.1613	1871.0000	9.0000
168.3137	1869.0000	9.0000
168.4661	1872.0000	9.0000
168.6185	1872.0000	9.0000
168.7709	1869.0000	9.0000
168.9233	1870.0000	9.0000
169.0757	1873.0000	9.0000
169.2281	1873.0000	9.0000
169.3805	1873.0000	9.0000
169.5329	1876.0000	9.0000
169.6853	1873.0000	9.0000
169.8377	1871.0000	9.0000
169.9901	1876.0000	9.0000
170.1425	1874.0000	9.0000
170.2949	1876.0000	9.0000
170.4473	1875.0000	9.0000
170.5997	1876.0000	9.0000
170.7521	1875.0000	9.0000
170.9045	1876.0000	9.0000
171.0569	1876.0000	9.0000
171.2093	1876.0000	9.0000
171.3617	1875.0000	9.0000
171.5141	1878.0000	9.0000
171.6665	1877.0000	9.0000
171.8189	1877.0000	9.0000
171.9713	1884.0000	9.0000
172.1237	1875.0000	9.0000
172.2761	1877.9921	9.0000
172.4285	1877.0000	9.0000
172.5809	1878.0000	9.0000
172.7333	1878.0000	9.0000
172.8857	1877.0000	9.0000
173.0381	1879.0000	9.0000
173.1905	1880.0000	9.0000
173.3429	1881.0000	8.0000
173.4953	1882.0000	8.0000
173.6477	1880.0000	9.0000
173.8001	1879.0000	9.0000
173.9525	1881.0000	9.0000
174.1049	1883.0000	9.0000
174.2573	1886.0000	9.0000
174.4097	1883.0000	9.0000
174.5621	1885.0000	9.0000
174.7145	1884.0000	9.0000
174.8669	1886.0000	9.0000
175.0193	1885.0000	9.0000
175.1717	1886.0000	9.0000
175.3241	1887.0000	9.0000
175.4765	1886.0000	9.0000
175.6289	1888.0000	9.0000
175.7813	1888.0000	9.0000
175.9337	1890.0000	9.0000
176.0861	1891.0000	9.0000
176.2385	1889.0000	9.0000
176.3909	1887.0120	9.0000
176.5433	1888.0000	9.0000
176.6957	1891.0000	9.0000
176.8481	1893.0000	9.0000
177.0005	1890.0000	9.0000
177.1529	1892.0000	9.0000
177.3053	1892.0000	9.0000
177.4577	1891.0000	9.0000
177.6101	1894.0000	9.0000
177.7625	1893.0000	9.0000
177.9149	1894.0000	9.0000
178.0673	1891.0000	9.0000
178.2197	1892.0000	9.0000
178.3721	1895.0000	9.0000
178.5245	1893.0000	9.0000
178.6769	1894.0000	9.0000
178.8293	1895.0000	9.0000
178.9817	1892.0000	9.0000
179.1341	1893.0000	9.0000
179.2865	1896.0000	9.0000
179.4389	1896.9921	9.0000
179.5913	1898.9960	9.0000
179.7437	1899.0000	9.0000
179.8961	1896.0000	9.0000
180.0485	1896.0000	9.0000
180.2009	1901.9761	9.0000
180.3533	1897.0000	9.0000
180.5057	1901.0000	9.0000
180.6581	1895.9921	9.0000
180.8105	1897.0000	9.0000
180.9629	1896.0000	9.0000
181.1153	1895.0000	9.0000
181.2677	1897.0000	9.0000
181.4201	1895.0000	9.0000
181.5725	1895.0120	9.0000
181.7249	1894.0000	9.0000
181.8773	1898.0000	9.0000
182.0297	1896.0000	9.0000
182.1821	1897.0000	9.0000
182.3345	1900.0000	9.0000
182.4869	1899.9880	9.0000
182.6393	1899.0000	9.0000
182.7917	1899.0000	9.0000
182.9441	1898.0000	9.0000
183.0965	1903.0000	9.0000
183.2489	1902.0000	9.0000
183.4013	1900.0000	9.0000
183.5537	1902.0000	9.0000
183.7061	1905.0000	9.0000
183.8585	1905.0000	9.0000
184.0109	1907.0000	9.0000
184.1633	1904.0000	9.0000
184.3157	1903.0000	9.0000
184.4681	1902.0000	9.0000
184.6205	1905.0000	9.0000
184.7729	1906.0000	9.0000
184.9253	1903.0000	9.0000
185.0777	1904.0000	9.0000
185.2301	1903.0000	9.0000
185.3825	1907.0000	9.0000
185.5349	1918.0000	-39.0000
185.6873	1931.0000	9.0000
185.8397	1940.0000	9.0000
185.9921	1932.0000	9.0000
186.1445	1922.0000	9.0000
186.2969	1918.0000	9.0000
186.4493	1922.0000	9.0000
186.6017	1917.0000	9.0000
186.7541	1917.0000	9.0000
186.9065	1916.0000	9.0000
187.0589	1918.0000	9.0000
187.2113	1915.0000	9.0000
187.3637	1912.9880	9.0000
187.5161	1910.0000	9.0000
187.6685	1908.0000	9.0000
187.8209	1908.0000	9.0000
187.9733	1910.0000	9.0000
188.1257	1914.0000	9.0000
188.2781	1907.0000	9.0000
188.4305	1912.0000	9.0000
188.5829	1909.0000	9.0000
188.7353	1911.0000	9.0000
188.8877	1909.0000	9.0000
189.0401	1913.0000	9.0000
189.1925	1913.0000	9.0000
189.3449	1912.0000	9.0000
189.4973	1914.0000	9.0000
189.6497	1912.0000	9.0000
189.8021	1914.0000	9.0000
189.9545	1911.0000	9.0000
190.1069	1913.0000	9.0000
190.2593	1910.0199	9.0000
190.4117	1912.0000	9.0000
190.5641	1917.0000	9.0000
190.7165	1914.0000	9.0000
190.8689	1916.0000	9.0000
191.0213	1917.0000	9.0000
191.1737	1916.0000	9.0000
191.3261	1915.0000	9.0000
191.4785	1915.0000	9.0000
191.6309	1917.0000	9.0000
191.7833	1917.0000	9.0000
191.9357	1913.0000	9.0000
192.0881	1917.0000	9.0000
192.2405	1915.0000	9.0000
192.3929	1914.0000	9.0000
192.5453	1914.0000	9.0000
192.6977	1915.0000	9.0000
192.8501	1916.0000	9.0000
193.0025	1916.0000	9.0000
193.1549	1918.0000	9.0000
193.3073	1918.0000	9.0000
193.4597	1920.0000	9.0000
193.6121	1921.0000	9.0000
193.7645	1920.0000	9.0000
193.9169	1923.0000	9.0000
194.0693	1921.0000	9.0000
194.2217	1921.0000	9.0000
194.3741	1921.0000	9.0000
194.5265	1923.0000	9.0000
194.6789	1921.0079	9.0000
194.8313	1921.0000	9.0000
194.9837	1920.0000	9.0000
195.1361	1921.0000	9.0000
195.2885	1919.0000	9.0000
195.4409	1918.0000	9.0000
195.5933	1918.0120	9.0000
195.7457	1919.0000	9.0000
195.8981	1919.0000	9.0000
196.0505	1918.0000	9.0000
196.2029	1920.0000	9.0000
196.3553	1920.0000	9.0000
196.5077	1920.0000	9.0000
196.6601	1922.0000	9.0000
196.8125	1921.0000	9.0000
196.9649	1922.0000	9.0000
197.1173	1921.0000	9.0000
197.2697	1921.0000	9.0000
197.4221	1920.0000	9.0000
197.5745	1921.0000	9.0000
197.7269	1921.0000	9.0000
197.8793	1920.0000	9.0000
198.0317	1920.0000	9.0000
198.1841	1921.0000	9.0000
198.3365	1924.0000	9.0000
198.4889	1923.0000	9.0000
198.6413	1923.0000	9.0000
198.7937	1925.0000	9.0000
198.9461	1924.0000	9.0000
199.0985	1924.0000	9.0000
199.2509	1925.0000	9.0000
199.4033	1924.9921	9.0000
199.5557	1925.0000	9.0000
199.7081	1922.0000	9.0000
199.8605	1921.0000	9.0000
200.0129	1922.0000	9.0000
200.1653	1925.0000	9.0000
200.3177	1924.0000	9.0000
200.4701	1922.0000	9.0000
200.6225	1924.0000	9.0000
200.7749	1923.0000	9.0000
200.9273	1922.0000	9.0000
201.0797	1926.9960	9.0000
201.2321	1926.0000	9.0000
201.3845	1926.9921	9.0000
201.5369	1924.0000	9.0000
201.6893	1924.0000	9.0000
201.8417	1924.0000	9.0000
201.9941	1923.0000	9.0000
202.1465	1925.9960	9.0000
202.2989	1925.0000	9.0000
202.4513	1925.0000	9.0000
202.6037	1926.0000	9.0000
202.7561	1925.0120	9.0000
202.9085	1927.0000	9.0000
203.0609	1929.0000	9.0000
203.2133	1929.0000	9.0000
203.3657	1927.0000	9.0000
203.5181	1929.0000	9.0000
203.6705	1926.0000	9.0000
203.8229	1931.0000	9.0000
203.9753	1928.0000	9.0000
204.1277	1926.0000	9.0000
204.2801	1929.0000	9.0000
204.4325	1934.0000	9.0000
204.5849	1932.0000	9.0000
204.7373	1935.0000	9.0000
204.8897	1934.0000	9.0000
205.0421	1936.0000	9.0000
205.1945	1941.0000	9.0000
205.3469	1938.0000	9.0000
205.4993	1939.0000	9.0000
205.6517	1938.0000	9.0000
205.8041	1938.0000	9.0000
205.9565	1935.0000	9.0000
206.1089	1938.9960	9.0000
206.2613	1939.0000	9.0000
206.4137	1940.0000	9.0000
206.5661	1942.0000	9.0000
206.7185	1943.0000	9.0000
206.8709	1940.0000	9.0000
207.0233	1944.0000	9.0000
207.1757	1941.0000	9.0000
207.3281	1942.0000	9.0000
207.4805	1943.0000	9.0000
207.6329	1944.0000	9.0000
207.7853	1942.0079	9.0000
207.9377	1945.0000	9.0000
208.0901	1944.0000	9.0000
208.2425	1943.0120	9.0000
208.3949	1944.0000	9.0000
208.5473	1941.0000	9.0000
208.6997	1946.0000	9.0000
208.8521	1945.0000	9.0000
209.0045	1942.0000	9.0000
209.1569	1943.0000	9.0000
209.3093	1944.0000	9.0000
209.4617	1947.0000	9.0000
209.6141	1946.0000	9.0000
209.7665	1945.0000	9.0000
209.9189	1950.0000	9.0000
210.0713	1946.0000	9.0000
210.2237	1948.0000	9.0000
210.3761	1945.0000	9.0000
210.5285	1943.0000	9.0000
210.6809	1943.0000	9.0000
210.8333	1947.0000	9.0000
210.9857	1947.0000	9.0000
211.1381	1946.0040	9.0000
211.2905	1947.0040	9.0000
211.4429	1951.0000	9.0000
211.5953	1949.0040	9.0000
211.7477	1949.0000	9.0000
211.9001	1954.0000	9.0000
212.0525	1946.0000	9.0000
212.2049	1951.0040	9.0000
212.3573	1952.9960	9.0000
212.5097	1950.0000	9.0000
212.6621	1952.0000	9.0000
212.8145	1954.0000	9.0000
212.9669	1951.0278	9.0000
213.1193	1953.9960	9.0000
213.2717	1956.0000	9.0000
213.4241	1958.0000	9.0000
213.5765	1959.0000	9.0000
213.7289	1956.0000	9.0000
213.8813	1954.0081	9.0000
214.0337	1957.0000	9.0000
214.1861	1954.0000	9.0000
214.3385	1957.0000	9.0000
214.4909	1955.0000	9.0000
214.6433	1956.0000	9.0000
214.7957	1955.0000	9.0000
214.9481	1956.0000	9.0000
215.1005	1955.0000	9.0000
215.2529	1957.0000	9.0000
215.4053	1958.0000	9.0000
215.5577	1961.0000	9.0000
215.7101	1956.0000	9.0000
215.8625	1958.9960	9.0000
216.0149	1960.9840	9.0000
216.1673	1961.0000	9.0000
216.3197	1959.0000	9.0000
216.4721	1961.0000	9.0000
216.6245	1958.0000	9.0000
216.7769	1960.0000	9.0000
216.9293	1959.0000	9.0000
217.0817	1959.0000	9.0000
217.2341	1960.0000	9.0000
217.3865	1962.0000	9.0000
217.5389	1959.0000	9.0000
217.6913	1958.0000	9.0000
217.8437	1960.0000	9.0000
217.9961	1965.0000	9.0000
218.1485	1961.0000	9.0000
218.3009	1961.0000	9.0000
218.4533	1961.0000	9.0000
218.6057	1961.0000	9.0000
218.7581	1962.0000	9.0000
218.9105	1958.0000	9.0000
219.0629	1958.0000	9.0000
219.2153	1959.0000	9.0000
219.3677	1959.0000	9.0000
219.5201	1963.0000	9.0000
219.6725	1962.0000	9.0000
219.8249	1961.0000	9.0000
219.9773	1962.0000	9.0000
220.1297	1961.0000	9.0000
220.2821	1964.0000	9.0000
220.4345	1962.0000	9.0000
220.5869	1961.0000	9.0000
220.7393	1962.0000	9.0000
220.8917	1960.0000	9.0000
221.0441	1959.9960	9.0000
221.1965	1962.0000	9.0000
221.3489	1961.0000	9.0000
221.5013	1963.0000	9.0000
221.6537	1961.0000	9.0000
221.8061	1962.0000	9.0000
221.9585	1962.0000	9.0000
222.1109	1964.0000	9.0000
222.2633	1963.0000	9.0000
222.4157	1965.0000	9.0000
222.5681	1964.0000	9.0000
222.7205	1962.0000	9.0000
222.8729	1961.0000	9.0000
223.0253	1964.0000	9.0000
223.1777	1963.0000	9.0000
223.3301	1963.0000	9.0000
223.4825	1965.0000	9.0000
223.6349	1965.0000	9.0000
223.7873	1966.0000	9.0000
223.9397	1967.0000	9.0000
224.0921	1970.0000	9.0000
224.2445	1968.0000	9.0000
224.3969	1967.0000	9.0000
224.5493	1965.0000	9.0000
224.7017	1968.0000	9.0000
224.8541	1968.0000	9.0000
225.0065	1968.0000	9.0000
225.1589	1963.0200	9.0000
225.3113	1969.0000	9.0000
225.4637	1968.0000	9.0000
225.6161	1970.0000	9.0000
225.7685	1970.0000	9.0000
225.9209	1970.0000	9.0000
226.0733	1969.0000	9.0000
226.2257	1969.0000	9.0000
226.3781	1973.0000	9.0000
226.5305	1970.0079	9.0000
226.6829	1972.0000	9.0000
226.8353	1973.0000	9.0000
226.9877	1972.0000	9.0000
227.1401	1973.0000	9.0000
227.2925	1970.0000	9.0000
227.4449	1971.0000	9.0000
227.5973	1972.0000	9.0000
227.7497	1973.0000	9.0000
227.9021	1973.0000	9.0000
228.0545	1970.0000	9.0000
228.2069	1977.0000	9.0000
228.3593	1973.0000	9.0000
228.5117	1974.0000	9.0000
228.6641	1972.0000	9.0000
228.8165	1977.0000	9.0000
228.9689	1973.0120	9.0000
229.1213	1973.0000	9.0000
229.2737	1974.0000	9.0000
229.4261	1971.0000	9.0000
229.5785	1970.0000	9.0000
229.7309	1972.0000	9.0000
229.8833	1974.0000	9.0000
230.0357	1975.9919	9.0000
230.1881	1975.0000	9.0000
230.3405	1975.0000	9.0000
230.4929	1976.0160	9.0000
230.6453	1978.0000	9.0000
230.7977	1976.0040	9.0000
230.9501	1979.0000	9.0000
231.1025	1977.0000	9.0000
231.2549	1978.0000	9.0000
231.4073	1976.9840	9.0000
231.5597	1975.0000	9.0000
231.7121	1977.0000	9.0000
231.8645	1975.0000	9.0000
232.0169	1976.0000	9.0000
232.1693	1976.0000	9.0000
232.3217	1975.0000	9.0000
232.4741	1978.0000	9.0000
232.6265	1976.0000	9.0000
232.7789	1978.0000	9.0000
232.9313	1981.0000	9.0000
233.0837	1979.0000	9.0000
233.2361	1979.0000	9.0000
233.3885	1980.0000	9.0000
233.5409	1981.0000	9.0000
233.6933	1981.0000	9.0000
233.8457	1982.9840	9.0000
233.9981	1980.0000	9.0000
234.1505	1979.0000	9.0000
234.3029	1980.0000	9.0000
234.4553	1983.0000	9.0000
234.6077	1981.0000	9.0000
234.7601	1984.0000	9.0000
234.9125	1984.0000	9.0000
235.0649	1984.0000	9.0000
235.2173	1988.0000	9.0000
235.3697	1987.0000	9.0000
235.5221	1985.0000	9.0000
235.6745	1985.0000	9.0000
235.8269	1985.9880	9.0000
235.9793	1983.0000	9.0000
236.1317	1988.0000	9.0000
236.2841	1988.0000	9.0000
236.4365	1987.0000	9.0000
236.5889	1989.0000	9.0000
236.7413	1988.0000	9.0000
236.8937	1989.0000	9.0000
237.0461	1989.0000	9.0000
237.1985	1987.0000	9.0000
237.3509	1991.0000	9.0000
237.5033	1989.0000	9.0000
237.6557	1991.0000	9.0000
237.8081	1992.0000	9.0000
237.9605	1991.0000	9.0000
238.1129	1990.0000	9.0000
238.2653	1990.0000	9.0000
238.4177	1990.0000	9.0000
238.5701	1994.0000	9.0000
238.7225	1994.0000	9.0000
238.8749	1995.0000	9.0000
239.0273	1992.0120	9.0000
239.1797	1991.0000	9.0000
239.3321	1993.0040	9.0000
239.4845	1996.0000	9.0000
239.6369	1992.0000	9.0000
239.7893	1992.0000	9.0000
239.9417	1994.0000	9.0000
240.0941	1994.0000	9.0000
240.2465	1996.0000	9.0000
240.3989	1995.0000	9.0000
240.5513	1995.0000	9.0000
240.7037	1996.0000	9.0000
240.8561	1995.0000	9.0000
241.0085	1996.0000	9.0000
241.1609	1999.0000	9.0000
241.3133	1999.0000	9.0000
241.4657	2005.0000	9.0000
241.6181	2001.0000	9.0000
241.7705	2004.0000	9.0000
241.9229	2001.0000	9.0000
242.0753	2004.0000	9.0000
242.2277	2004.0000	9.0000
242.3801	2005.0000	9.0000
242.5325	2006.0000	9.0000
242.6849	2006.0040	9.0000
242.8373	2006.9919	9.0000
242.9897	2005.0000	9.0000
243.1421	2002.0000	9.0000
243.2945	2005.0000	9.0000
243.4469	2003.9919	9.0000
243.5993	2005.0000	9.0000
243.7517	2004.0000	9.0000
243.9041	2009.0000	9.0000
244.0565	2004.0000	9.0000
244.2089	2006.0000	9.0000
244.3613	2006.0000	9.0000
244.5137	2006.0000	9.0000
244.6661	2006.0000	9.0000
244.8185	2007.0000	9.0000
244.9709	2007.0000	9.0000
245.1233	2005.0000	9.0000
245.2757	2006.0000	9.0000
245.4281	2004.0000	9.0000
245.5805	2004.0040	9.0000
245.7329	2006.0000	9.0000
245.8853	2004.0000	9.0000
246.0377	2005.0000	9.0000
246.1901	2004.0000	9.0000
246.3425	2005.0000	9.0000
246.4949	2006.9960	9.0000
246.6473	2005.0000	9.0000
246.7997	2007.0000	9.0000
246.9521	2006.0000	9.0000
247.1045	2008.0000	9.0000
247.2569	2011.0000	9.0000
247.4093	2008.0000	9.0000
247.5617	2011.0000	9.0000
247.7141	2013.0000	9.0000
247.8665	2014.0000	9.0000
248.0189	2012.0000	9.0000
248.1713	2015.0000	9.0000
248.3237	2018.0000	9.0000
248.4761	2019.0000	9.0000
248.6285	2021.0000	9.0000
248.7809	2015.0000	9.0000
248.9333	2015.0079	9.0000
249.0857	2022.0000	9.0000
249.2381	2017.0000	9.0000
249.3905	2009.0400	9.0000
249.5429	2013.0000	9.0000
249.6953	2016.0000	9.0000
249.8477	2016.0000	9.0000
250.0001	2013.0000	9.0000
250.1525	2012.0000	9.0000
250.3049	2014.0000	9.0000
250.4573	2015.0000	9.0000
250.6097	2014.0000	9.0000
250.7621	2013.0000	9.0000
250.9145	2013.0000	9.0000
251.0669	2017.0000	9.0000
251.2193	2014.0000	9.0000
251.3717	2016.0000	9.0000
251.5241	2015.0000	9.0000
251.6765	2013.0000	9.0000
251.8289	2016.0000	9.0000
251.9813	2015.0000	9.0000
252.1337	2014.0000	9.0000
252.2861	2016.9840	9.0000
252.4385	2015.0160	9.0000
252.5909	2017.0000	9.0000
252.7433	2021.0000	9.0000
252.8957	2022.0000	9.0000
253.0481	2021.0000	9.0000
253.2005	2021.0000	9.0000
253.3529	2020.0000	9.0000
253.5053	2020.0000	9.0000
253.6577	2021.0000	9.0000
253.8101	2024.0000	9.0000
253.9625	2021.0000	9.0000
254.1149	2024.0000	9.0000
254.2673	2020.0000	9.0000
254.4197	2019.0000	9.0000
254.5721	2021.0000	9.0000
254.7245	2024.0000	9.0000
254.8769	2023.0000	9.0000
255.0293	2020.0000	9.0000
255.1817	2020.9800	9.0000
255.3341	2029.0000	9.0000
255.4865	2027.0000	9.0000
255.6389	2022.0000	9.0000
255.7913	2027.0000	9.0000
255.9437	2025.0000	9.0000
256.0961	2026.0000	9.0000
256.2485	2024.0000	9.0000
256.4009	2035.0000	9.0000
256.5533	2022.0199	9.0000
256.7057	2019.0000	9.0000
256.8581	2028.0000	9.0000
257.0105	2025.0000	9.0000
257.1629	2025.0000	9.0000
257.3153	2026.0000	9.0000
257.4677	2025.0040	9.0000
257.6201	2025.0000	9.0000
257.7725	2027.0000	9.0000
257.9249	2027.0000	9.0000
258.0773	2027.0000	9.0000
258.2297	2028.0000	9.0000
258.3821	2028.0000	9.0000
258.5345	2032.0000	9.0000
258.6869	2030.0000	9.0000
258.8393	2028.0000	9.0000
258.9917	2029.0000	9.0000
259.1441	2030.0000	9.0000
259.2965	2033.0000	9.0000
259.4489	2033.0000	9.0000
259.6013	2031.0000	9.0000
259.7537	2033.0000	9.0000
259.9061	2036.0000	9.0000
260.0585	2035.0000	9.0000
260.2109	2033.0000	9.0000
260.3633	2033.0000	9.0000
260.5157	2036.0000	9.0000
260.6681	2036.0000	9.0000
260.8205	2035.0000	9.0000
260.9729	2038.0000	9.0000
261.1253	2035.0000	9.0000
261.2777	2036.0000	9.0000
261.4301	2037.0081	9.0000
261.5825	2035.9960	9.0000
261.7349	2034.0000	9.0000
261.8873	2037.0000	9.0000
262.0397	2034.0000	9.0000
262.1921	2040.0000	9.0000
262.3445	2036.0000	9.0000
262.4969	2036.0000	9.0000
262.6493	2038.0000	9.0000
262.8017	2043.0000	9.0000
262.9541	2043.0000	9.0000
263.1065	2040.0000	9.0000
263.2589	2040.0040	9.0000
263.4113	2041.0000	9.0000
263.5637	2039.0000	9.0000
263.7161	2039.0000	9.0000
263.8685	2042.0000	9.0000
264.0209	2040.0000	9.0000
264.1733	2041.0000	9.0000
264.3257	2045.9919	9.0000
264.4781	2042.0000	9.0000
264.6305	2042.0000	9.0000
264.7829	2042.0000	9.0000
264.9353	2042.0000	9.0000
265.0877	2042.0000	9.0000
265.2401	2043.0000	9.0000
265.3925	2043.0000	9.0000
265.5449	2045.9801	9.0000
